age,workclass,education,marital-status,occupation,relationship,race,gender,income_>50K
35,Private,HS-grad,Never-married,Sales,Not-in-family,White,1,0
39,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,1,1
44,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,Unmarried,White,0,0
53,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,1,1
28,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,0,1
46,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,1,1
37,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,0,1
24,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,1,0
34,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
43,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,0,1
21,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,1,0
30,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,Other,0,1
59,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,1,1
49,Federal-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0
20,Private,Some-college,Never-married,Tech-support,Not-in-family,White,0,0
22,Private,HS-grad,Never-married,Sales,Own-child,Other,1,0
19,State-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,0,0
38,Self-emp-not-inc,Some-college,Never-married,Sales,Not-in-family,White,1,0
23,Private,Some-college,Never-married,Adm-clerical,Own-child,White,0,0
44,Local-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,1,1
30,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,1,1
44,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,1,1
37,Private,Some-college,Separated,Other-service,Unmarried,White,0,0
48,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,1,1
35,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,0,0
37,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,1
55,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
41,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
33,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,0,1
46,Self-emp-inc,Bachelors,Married-civ-spouse,Other-service,Husband,Black,1,1
38,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,0,0
17,Local-gov,10th,Never-married,Farming-fishing,Own-child,White,1,0
38,Private,HS-grad,Divorced,Sales,Unmarried,White,0,0
47,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,1,1
42,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,1,1
43,Self-emp-not-inc,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,0,1
34,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,1,1
24,Local-gov,10th,Never-married,Other-service,Not-in-family,White,1,0
43,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,0,1
20,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,0,0
22,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,0,0
25,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,1,0
36,Private,Masters,Married-civ-spouse,Other-service,Husband,White,1,0
28,Private,Bachelors,Never-married,Sales,Other-relative,White,0,0
40,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,1,1
57,Federal-gov,Masters,Divorced,Exec-managerial,Not-in-family,White,0,1
39,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Wife,White,0,1
30,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
34,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,0
56,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
58,Local-gov,HS-grad,Never-married,Other-service,Not-in-family,White,1,0
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
28,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,1,0
46,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,0,0
59,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
59,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
32,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,1,0
20,Private,Some-college,Never-married,Craft-repair,Own-child,White,1,0
41,Private,HS-grad,Never-married,Tech-support,Not-in-family,Black,0,0
59,Local-gov,HS-grad,Widowed,Craft-repair,Not-in-family,Black,1,0
38,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,1
58,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
39,Private,HS-grad,Divorced,Sales,Not-in-family,White,0,1
38,Private,Assoc-voc,Married-civ-spouse,Other-service,Wife,White,0,0
51,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,1,1
25,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,0,0
31,Private,HS-grad,Never-married,Craft-repair,Own-child,White,1,0
24,Private,Assoc-voc,Never-married,Exec-managerial,Own-child,White,0,0
39,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
51,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1
20,Private,Some-college,Never-married,Other-service,Own-child,White,0,0
43,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
41,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
28,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1
29,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,1,0
56,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,0,0
46,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,1,1
25,Private,HS-grad,Divorced,Handlers-cleaners,Own-child,Asian-Pac-Islander,0,0
29,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
39,Self-emp-not-inc,Some-college,Never-married,Prof-specialty,Not-in-family,White,1,1
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
26,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,0,0
44,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,0
54,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,1,1
40,Self-emp-inc,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0
55,Local-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,0,0
49,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
44,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0
38,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,0,0
35,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,1,0
22,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,1,0
18,Private,Some-college,Never-married,Adm-clerical,Own-child,White,1,0
32,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
44,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
21,Private,Some-college,Never-married,Other-service,Own-child,White,0,0
23,State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,0,0
52,Private,HS-grad,Widowed,Sales,Not-in-family,White,0,0
54,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,1,0
34,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
36,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,0
17,Private,10th,Never-married,Sales,Own-child,White,0,0
47,Private,Some-college,Separated,Adm-clerical,Unmarried,White,0,1
56,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,1,0
60,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
40,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,0,0
55,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,0,0
52,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,1,1
60,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,1,0
25,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,1,0
24,Private,Assoc-voc,Never-married,Machine-op-inspct,Own-child,White,1,0
53,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,1,1
27,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,1,1
44,Private,Bachelors,Married-civ-spouse,Tech-support,Wife,White,0,1
37,Local-gov,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,1,1
47,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,1,0
31,Private,11th,Never-married,Adm-clerical,Unmarried,White,0,0
27,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,1,0
32,Private,Assoc-voc,Never-married,Other-service,Not-in-family,White,1,0
59,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,1,1
32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
21,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
50,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
42,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,1,1
30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,1,1
42,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,1,1
49,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
39,Self-emp-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,1,0
41,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,1,1
41,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
20,Self-emp-not-inc,Some-college,Never-married,Adm-clerical,Own-child,White,0,0
59,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,1
36,Private,Some-college,Married-civ-spouse,Sales,Husband,White,1,1
58,Local-gov,Masters,Widowed,Prof-specialty,Unmarried,White,1,1
33,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,0
47,Self-emp-not-inc,Some-college,Divorced,Craft-repair,Not-in-family,White,1,0
48,Self-emp-inc,Bachelors,Divorced,Sales,Not-in-family,White,1,1
34,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,0,0
47,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,White,1,1
41,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,1,0
27,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,0,0
46,State-gov,Some-college,Never-married,Other-service,Own-child,Black,0,0
34,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,1,1
42,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,0,0
29,Private,Some-college,Never-married,Sales,Unmarried,White,0,0
20,Private,HS-grad,Never-married,Other-service,Own-child,Black,1,0
33,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
31,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,1,1
23,State-gov,HS-grad,Never-married,Other-service,Own-child,Black,1,0
49,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,1,1
24,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,0
31,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,1,1
34,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
45,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
26,Private,Masters,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0
47,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
46,Local-gov,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,1,1
30,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,1
59,State-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,1,0
44,Private,HS-grad,Never-married,Craft-repair,Own-child,White,1,1
23,Private,Some-college,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,0,0
43,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,0,1
35,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,1,0
22,Private,Some-college,Never-married,Sales,Own-child,White,1,0
27,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0
30,Private,10th,Divorced,Transport-moving,Own-child,White,1,0
42,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
35,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,1,0
35,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
44,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Black,1,0
41,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,1,0
47,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,1,0
59,Self-emp-not-inc,Assoc-voc,Never-married,Exec-managerial,Not-in-family,White,1,1
41,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,0,1
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
30,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0
18,Private,11th,Never-married,Other-service,Own-child,White,1,0
36,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
33,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
38,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,1,0
33,Private,Some-college,Never-married,Other-service,Not-in-family,White,1,0
38,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,1
50,Private,HS-grad,Divorced,Craft-repair,Other-relative,White,1,0
43,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
41,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,0
32,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,1,0
35,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,0
44,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,1,1
43,Private,HS-grad,Widowed,Transport-moving,Unmarried,Black,1,0
28,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0
47,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
58,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
32,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,1,1
31,Private,Bachelors,Married-civ-spouse,Sales,Husband,Black,1,1
25,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Unmarried,White,1,0
36,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,1,0
23,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,0,0
33,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,1,1
26,Private,Assoc-voc,Never-married,Handlers-cleaners,Other-relative,White,1,0
52,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,1,1
29,Private,Assoc-voc,Never-married,Other-service,Not-in-family,Black,1,0
26,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,0,0
29,Private,Bachelors,Never-married,Sales,Not-in-family,White,1,0
59,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
36,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,1,1
59,Private,HS-grad,Separated,Sales,Unmarried,Black,0,0
29,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0
29,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,0,1
30,Private,Some-college,Never-married,Sales,Not-in-family,White,1,0
49,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,1,0
50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
53,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,0,1
28,Self-emp-not-inc,Some-college,Never-married,Machine-op-inspct,Not-in-family,Black,1,0
58,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,1,1
29,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,0,0
35,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,1,0
44,Private,11th,Divorced,Craft-repair,Not-in-family,White,1,0
50,Private,Some-college,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,0,0
39,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,1,1
45,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,1,1
52,Federal-gov,Assoc-acdm,Married-civ-spouse,Other-service,Husband,White,1,1
26,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,1,0
35,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
41,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
34,Self-emp-inc,Bachelors,Divorced,Farming-fishing,Not-in-family,White,1,0
23,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,1,0
41,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
35,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,1
48,Federal-gov,HS-grad,Divorced,Farming-fishing,Other-relative,White,1,0
55,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,1,1
31,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,1,1
45,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
27,Private,HS-grad,Never-married,Transport-moving,Own-child,White,1,0
60,State-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,1,0
22,Private,HS-grad,Divorced,Sales,Own-child,White,0,0
27,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,1,0
50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
31,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,1,0
36,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,1,1
20,Private,Some-college,Never-married,Sales,Own-child,Asian-Pac-Islander,1,0
52,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
22,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,1,0
41,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,0,0
41,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,1,1
31,Private,Bachelors,Never-married,Sales,Not-in-family,White,0,1
45,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,1,0
45,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,1,1
56,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,1,1
42,Private,HS-grad,Divorced,Other-service,Unmarried,White,0,0
23,Private,Some-college,Separated,Farming-fishing,Other-relative,White,0,0
34,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
50,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,0,0
26,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,0,0
60,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
49,Local-gov,HS-grad,Widowed,Other-service,Not-in-family,White,0,0
18,Private,11th,Never-married,Other-service,Own-child,White,1,0
37,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,1,1
52,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
38,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,1,0
21,Private,HS-grad,Never-married,Sales,Not-in-family,White,0,0
36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,0
45,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,1,0
